n,design,part,stage,runtime_s,lut_cells,ff_cells,carry4_cells,dsp_cells,ramb18_cells,ramb36_cells,wns_ns,datapath_delay_ns,logic_levels,clb_luts,clb_regs,carry4,dsp,ramb18,ramb36,total_power_w,dynamic_power_w,static_power_w
5,folded,xc7a100tcsg324-1,synth,28.450089,1.0,0.0,0.0,0.0,0.0,0.0,4.64,5.335,3.0,1.0,0.0,nan,0.0,0.0,0.0,0.091,0.0,0.091
5,baseline,xc7a100tcsg324-1,synth,28.528852,1.0,0.0,0.0,0.0,0.0,0.0,4.64,5.335,3.0,1.0,0.0,nan,0.0,0.0,0.0,0.091,0.0,0.091
